,id,title,keys,normalised_text,imdb_id
461,508,Love Actually,comedi  romanc  drama london  england  usa presid  rock star  school perform  love at first sight  holiday  war on terror  marseil  franc  offic  christmas parti  language barri  prime minist  press confer  bars and restaur  valentine's day  heathrow airport  multiple storylin  christma,love actually,tt0314331
462,238636,The Purge: Anarchy,horror  thriller sniper  psychopath  bu  assault rifl  machet  sequel  reveng  murder  rampag  motorcycl  masked man  death  survival horror  martyr  gatling gun  purg,the purge anarchy,tt2975578
463,322,Mystic River,thriller  crime  drama  mysteri child abus  sexual abus  workers' quart  based on novel or book  loss of loved on  suppressed past  boston  massachusett  repay  arbitrary law  loyalti  massachusett  whodunit  guilt  childhood sexual abus  vengeanc  poker rac  massachusett  usa  sex abus,mystic river,tt0327056
464,241259,Alice Through the Looking Glass,adventur  famili  fantasi based on novel or book  clock  queen  sequel  psychot  dark fantasi  aftercreditssting  duringcreditssting  disturb  insecur  mad hatt  live action remak  mischiev  absurd  demean  derogatori  disdain  disgust  dishearten,alice through the looking glass,tt2567026
465,11631,Mamma Mia!,comedi  romanc single par  parent child relationship  greec  music  romantic comedi  based on play or mus  singl  based on song  poem or rhym  hotel manag  greek island  duringcreditssting  woman director  mother daughter relationship  lgbt interest  jukebox mus  abba  music movi,mamma mia,tt0795421
466,334533,Captain Fantastic,adventur  drama parent child relationship  new mexico  social  wilder  road trip  family relationship  survivalist  homeschool  in-law  mental il  death of moth  washington st  bohemian  school bu  isolated hous  naturalist  off the grid  death of wif  social isol  noam chomski  living off the grid  pacific northwest,captain fantastic,tt3553976
467,534,Terminator Salvation,action  science fict  thriller armi  artificial intelligence (a.i.)  saving the world  propheci  san francisco  california  gas stat  cyborg  killer robot  dystopia  firearm  post-apocalyptic futur  wartim  los angel  california  termin,terminator salvation,tt0438488
468,7345,There Will Be Blood,drama california  petrol  sibling relationship  based on novel or book  capit  pastor  deaf-mut  american dream  narciss  fanat  father  baptism  misanthrophi  money  oil  religion  church  killer  alcohol  oil industri  child abandon  character studi  bowling alley  sign languag  adopted son  1900  personality chang  pipelin  milkshak  oilfield,there will be blood,tt0469494
469,364,Batman Returns,action  fantasi double lif  corrupt  dark  crime fight  superhero  hallucin  villain  christmas tre  based on com  reveng  vigilant  dark hero  super pow  super villain  deform  bird cag  evil circu  christma  good versus evil  burton,batman returns,tt0103776
470,2649,The Game,drama  thriller  mysteri suicid  sibling relationship  san francisco  california  birthday  gun  key  manipul  restaur  danger of lif  birthday parti  game  millionair  surpris  trapped in an elev  birthday pres  investment bank  puzzlement,the game,tt0119174
471,44896,Rango,anim  comedi  famili  western  adventur hero  gunsling  sheriff  nevada  mayor  pet  native american  water suppli  outlaw  water shortag  spirit  mariachi  disillusion  desert  construct  frontier town  small western town  animal lif  animal protagonist  old west  high noon,rango,tt1192628
472,676,Pearl Harbor,war  histori  romanc  drama armi  airplan  nurs  patriot  hawaii  world war ii  pilot  pearl harbor  u.s. air forc  dyslexia  pacific war  love  pin-up,pearl harbor,tt0213149
473,109414,This Is the End,action  comedi friendship  monster  panic  paint  exorc  dark comedi  possess  satir  celebr  friend  end of the world  house parti  apocalyps  hollywood  creatur  drug  demon  self-referenti  end  claustrophob  other worldli  biblic  actor playing themself  pineapple express 2,this is the end,tt1245492
474,2454,The Chronicles of Narnia: Prince Caspian,adventur  famili  fantasi witch  epic  sibling relationship  based on novel or book  faith  lion  wretch  princ  matter of life and death  uncl  family relationship  battl  based on children's book  fantasy world  1940  high fantasi  isekai  based on young adult novel  good versus evil,the chronicles of narnia prince caspian,tt0499448
475,1933,The Others,horror  mysteri  thriller nightmar  suicide attempt  christian  shotgun  servant  cemeteri  world war ii  nanni  haunted hous  bibl  channel island  mansion  soldier  garden  photosensit  1940  spirit  jersey island,the others,tt0230600
476,567,Rear Window,thriller  mysteri nurs  isol  photograph  suspicion of murd  girlfriend  salesman  neighbor  whodunit  convalesc  voyeur  voyeur  missing wif  homebound  psychotic obsess  suspicious behavior  flower b  visiting nurs  the boy who cried wolf  howdunnit  restricted set,rear window,tt0047396
477,206487,Predestination,science fict  thriller mission  orphanag  pregnanc  bomber  secret organ  time travel  bartend  time machin  intersexu  terror  loner  time paradox  intersex  temporal ag,predestination,tt2397535
478,270303,It Follows,horror  mysteri beach  chase  supernatur  friend  vision  teenage girl  school  detroit  michigan  evil  voyeur  sexually transmitted diseas  young adult  follow  ambigu  ambigu,it follows,tt3235888
479,80278,The Impossible,adventur  drama  thriller human vs natur  natural disast  thailand  tsunami  historical fict  family vac  struggle for surviv  survival horror  tidal wav  catastroph  swept away  separation from famili  boxing day  disaster movi  man vs natur,the impossible,tt1649419
480,18823,Clash of the Titans,adventur  fantasi  action hade  mytholog  greek mytholog  zeu  mythological beast  medusa  sea monst  perseu  kraken  god  ancient greec  based on myth  legends or folklor,clash of the titans,tt0800320
481,341013,Atomic Blonde,action  thriller berlin  germani  undercover ag  undercov  germani  spi  cold war  stasi  bisexu  vodka  kgb  europ  double ag  based on com  murder  mi6  murder investig  ddr,atomic blonde,tt2406566
482,2059,National Treasure,adventur  action  thriller  mysteri new york c  treasur  philadelphia  pennsylvania  washington dc  usa  riddl  fbi  translat  expedit  secret societi  family histori  wall street  treasure hunt  historical figur  church  archaeologist  revisionist histori  based on myth  legends or folklor  usa histori  revolutionary war  aircraft carri  father son conflict  father son relationship  deciph  anxiou  hidden histori  lincoln memori  history and legaci  fictionalized histori  national arch  archaeolog  ben franklin  declaration of independ  secret histori  arctic circl  historical artifact  independence hal  constitution of the united st,national treasure,tt0368891
483,766507,Prey,thriller  action  science fict hunter  native american  alien life-form  alien  prequel  decapit  bear  dog  severed foot  bear attack  comanch  human vs alien  indigenous peopl  severed arm  dog hero  great plain,prey,tt11866324
484,927,Gremlins,fantasi  horror  comedi small town  monster  holiday  department stor  pet  human animal relationship  bars and restaur  sunlight  chain saw  salesperson  midnight  fur  gremlin  bank  ymca  puppet  puppetri  christma  pet,gremlins,tt0087363
485,380,Rain Man,drama mentally dis  individu  loss of loved on  yuppi  autism  car deal  egocentr  convert  road trip  blackjack  cincinnati  travel  las vega  psychiatrist  disabl  mentally handicapped man  duringcreditssting  asperger's syndrom  suppressed memori  forgotten memori  savant,rain man,tt0095953
486,1576,Resident Evil,horror  action  science fict biological weapon  quarantin  amnesia  undercov  dystopia  mutant  hologram  flashback  conspiraci  zombi  special forc  based on video gam,resident evil,tt0120804
487,782,Gattaca,thriller  science fict  mysteri  romanc genet  cheat  parapleg  suicide attempt  hostil  dystopia  dna  new ident  investig  heart diseas  spaceman  fake ident  blood sampl  biotechnolog  space miss  exercis  eugen,gattaca,tt0119177
488,82654,Warm Bodies,horror  comedi  romanc based on novel or book  dystopia  post-apocalyptic futur  zombi  shakespeare in modern dress  zombie apocalyps  interspecies rom  based on young adult novel,warm bodies,tt1588173
489,9737,Bad Boys,action  comedi  crime  thriller miami  florida  mexican standoff  male friendship  witness protect  stripper  car crash  strip club  internal affair  police corrupt  gunfight  foot chas  drug lord  murder investig  hangar  loose cannon  buddy cop  male camaraderi  narcotics detect  action hero  buddy movi  murder wit  buddy detective duo  stolen drug  police partn,bad boys,tt0112442
490,449176,"Love, Simon",comedi  drama  romanc coming out  sexual ident  high school  based on novel or book  sexual  class  coming of ag  bulli  love  teen movi  male homosexu  lgbt  lgbt teen  based on young adult novel  gay them  boys' love (bl),love simon,tt5164432
491,644,A.I. Artificial Intelligence,drama  science fict  adventur android  prostitut  artificial intelligence (a.i.)  propheci  loss of loved on  extraterrestrial technolog  fairy tal  dystopia  adopt  ice ag  prosecut  gigolo  hologram  alien  robot  destini  captur  doppelgäng  robot boy,ai artificial intelligence,tt0212720
492,565,The Ring,horror  mysteri journalist  island  drown  investig  supernatur  hors  telephon  paranorm  remak  curs  cabin in the wood  ghost  well  videotap  mysterious death,the ring,tt0298130
493,1995,Lara Croft: Tomb Raider,adventur  fantasi  action  thriller buddhist monk  planetary align  angkor wat  illuminati  william blak  steampunk  female protagonist  archaeologist  based on video gam  sled dog  relic  archeolog  time-manipul  lunar eclips,lara croft tomb raider,tt0146316
494,331482,Little Women,drama  romanc new york c  sibling relationship  based on novel or book  massachusett  coming of ag  remak  period drama  american civil war  christma  19th centuri  sister sister relationship  female writ  sister,little women,tt3281548
495,277,Underworld,fantasi  action  thriller budapest  hungari  love of one's lif  vampir  subway  hostil  bite  descend  hybrid  rivalri  shootout  werewolf  gothic  dark fantasi  lycanthrop  urban goth  supernatural pow,underworld,tt0320691
496,520763,A Quiet Place Part II,science fict  thriller  horror island  post-apocalyptic futur  radio transmiss  alien life-form  death of fath  child in peril  sequel  alien  flashback  psychological thril  creatur  alien invas  parent  famili  survival horror  alien monst  human vs alien  sign languag  alien attack  hearing impair  newborn babi  anxiou  new york,a quiet place part ii,tt8332922
497,406990,What Happened to Monday,science fict  thriller  drama  mysteri  action chase  dystopia  investig  fake ident  overpopul  betray  conspiraci  execut  alternate r  population control  secreci  septuplet  2070,what happened to monday,tt1536537
498,88,Dirty Dancing,drama  music  romanc hotel  daughter  danc  secret lov  robberi  sibling relationship  summer camp  dancing mast  mambo  dance perform  coming of ag  teenage crush  teenage girl  doctor  class differ  family holiday  sensual  summer rom  catskill resort,dirty dancing,tt0092890
499,1368,First Blood,action  adventur  thriller  war prison  guerrilla warfar  dying and death  vietnam war  vietnam veteran  hero  vietnam  police brut  sheriff  escap  polic  gun  submachine gun  falsely accus  destroy  self-defens  firearm  prosecut  attempt to escap  police oper  matter of life and death  tramp  national guard  rural area  antihero,first blood,tt0083944
500,238713,Spy,action  comedi  crime cia  budapest  hungari  pari  franc  undercover ag  rome  itali  spi  arms deal  bulgaria  disast  nuclear bomb  female spi  heiress  bumbl  aftercreditssting  duringcreditssting  analyst  spycraft  beauty vs brain  handler  special assign,spy,tt3079380
501,1018,Mulholland Drive,thriller  drama  mysteri amnesia  loss of sense of r  schizophrenia  nightmar  hitman  suppressed past  ident  key  detect  job interview  bisexu  trauma  hallucin  surreal  surreal  cast  hollywood  los angel  california  car accid  audit  doppelgäng  criterion  neo-noir,mulholland drive,tt0166924
502,39538,Contagion,drama  thriller  science fict quarantin  saving the world  mutat  infect  terminal il  outbreak  diseas  vaccin  lethal viru  scientist  epidem  prophet  medical drama  anxiou,contagion,tt1598778
503,80321,Madagascar 3: Europe's Most Wanted,anim  famili  comedi  adventur friendship  circu  lion  zoo  hippopotamu  giraff  penguin  cartoon  zebra  slapstick comedi  madagascar  anim  lemur  talking anim,madagascar 3 europes most wanted,tt1277953
504,788,Mrs. Doubtfire,comedi  drama  famili mask  parent child relationship  san francisco  california  social work  transvestit  nanni  restaur  fake ident  custody battl  respons  voice act  divorced coupl,mrs doubtfire,tt0107614
505,242,The Godfather Part III,crime  drama  thriller daughter  new york c  helicopt  assassin  italian american  itali  gangster  christian  vatican  pope  confess  symbol  reveng  organized crim  mafia  lawyer  catholic church,the godfather part iii,tt0099674
506,8467,Dumb and Dumber,comedi gas stat  utah  motel  stupid  cigar smok  road trip  pill  prank  crimin  buddi  fired from the job  clumsi  stepparent stepchild relationship  aspen colorado  parakeet  defec  scooter  endangered speci  foolish  lax,dumb and dumber,tt0109686
507,2300,Space Jam,famili  anim  comedi  science fict sport  cartoon  basketbal  slapstick comedi  alien  doctor  cartoon cat  basketball team  refere  cartoon chicken  cartoon skunk  live action and anim  looney  space jam  actor playing themself,space jam,tt0117705
508,242224,The Babadook,drama  horror monster  nightmar  parent child relationship  dysfunctional famili  sleepless  gay interest  single moth  griev  woman director  death of spous  self delus  self created problem  behavioral disord  adelaide australia,the babadook,tt2321549
509,1572,Die Hard: With a Vengeance,action  thriller new york c  taxi  gold  helicopt  robberi  polic  bomb  riddl  detect  fbi  fistfight  decept  sequel  flashback  reveng  shootout  explos  cargo ship  simon say  dump truck  aqueduct  bomb threat  action hero  federal reserve bank  nyc subway,die hard with a vengeance,tt0112864
510,1637,Speed,action  adventur  crime bomb  s.w.a.t.  bu  bomber  bus rid  highway  los angel  california  explos  police offic  trap  bomb plant  terrorist attack  lapd  ransom demand  elev  extortionist  passeng  life or death  terror  city bu,speed,tt0111257
511,401981,Red Sparrow,thriller  mysteri cia  sexual abus  budapest  hungari  based on novel or book  self sacrific  spi  patriot  seduct  train  double ag  chechnya  hospit  tortur  mole  female spi  mortal dang  deceit  uncle niece relationship  american embassi  moscow  russia  russian spi  hopeless  spy thril  bolshoi ballet  ballet perform  secret cod  prima ballerina  mother daughter relationship  twist  theatr  asset  home health aid  secret meet  gorky park,red sparrow,tt2873282
512,7446,Tropic Thunder,action  comedi  adventur  war vietnam  movie busi  satir  parodi  jungl  movie star  southeast asia  land min  shackl  duringcreditssting  blackfac  method act,tropic thunder,tt0942385
513,13053,Bolt,anim  famili  adventur  comedi hamster  human animal relationship  talking dog  anim  cat vs dog  duringcreditssting  talking cat  pet  dog cat friendship  animal lead,bolt,tt0397892
514,87502,Flight,drama airplan  confess  investig  pilot  emergency land  flight  alcohol  f word  hangov  airplane accid  airplane crash  syring  denial  baseball stadium  perjuri  national transportation safety board  flying upside down  narcissist  relaps  substance abus,flight,tt1907668
515,509,Notting Hill,romanc  comedi friendship  new lov  london  england  bookshop  england  birthday  movie busi  roommat  press confer  paparazzi  wheelchair  bath tub  cohabit  interview  fame  falling in lov  celebr  group of friend  movie star  dinner parti  famous actor,notting hill,tt0125439
516,345,Eyes Wide Shut,drama  thriller  mysteri new york c  prostitut  based on novel or book  sexual obsess  sacrific  christmas parti  erotic  orgi  masked bal  secret societi  cult  marijuana  conspiraci  mansion  lust  drug  disguis  illegal prostitut  sexual desir  voyeur  erotic thril  sex parti  marital crisi  relationship  costume shop  hooker,eyes wide shut,tt0120663
517,497582,Enola Holmes,adventur  mysteri  comedi  crime based on novel or book  detect  child prodigi  victorian england  female protagonist  period drama  female detect  runaway teen  book  mother daughter relationship  brother sister relationship  detect  sherlock holm  childish love interest,enola holmes,tt7846844
518,306819,The Danish Girl,drama pari  franc  based on novel or book  denmark  copenhagen  denmark  artist  painter  historical fict  art  transsexu  surgeri  lgbt  1920  love  intim  gentl  sincer  sympathet  tragic,the danish girl,tt0810819
519,373571,Godzilla: King of the Monsters,science fict  action mexico  boston  massachusett  giant monst  cryptozoolog  eco terror  creature featur  rodan  kaiju  aftercreditssting  global threat  animal horror  king ghidorah  sunken c  mothra  godzilla  monstervers,godzilla king of the monsters,tt3741700
520,1250,Ghost Rider,thriller  action  fantasi dying and death  religion and supernatur  superhero  possess  devil's son  stunt  flame  stuntman  one-man show  based on com  soul sel  fallen angel  motorcycl  devil  person on fir  demon  first lov  news report  stunt rid  supernatural horror  first love return  tortured soul  lost soul  deal with the devil,ghost rider,tt0259324
521,505642,Black Panther: Wakanda Forever,action  adventur  science fict hero  loss of loved on  superhero  royal famili  based on com  sequel  royalti  underwat  political intrigue   death in famili  mourn  death of broth  duringcreditssting  death of k  marvel cinematic universe (mcu)  hidden civil  yucatan  mayan,black panther wakanda forever,tt9114286
522,36647,Blade,horror  action martial art  hero  vampir  superhero  supernatur  based on com  rivalri  vampire hunter (slayer)  sword fight  reveng  tragic hero  one man armi  martial arts mast  scientist  super pow  blade  taunt  secret headquart  escapad  deadli  master warrior  urban goth  good versus evil,blade,tt0120611
523,13885,Sweeney Todd: The Demon Barber of Fleet Street,drama  horror widow  asylum  confess  razor  villain  blood splatt  music  beggar  based on play or mus  child in peril  cane  lust  cannib  person on fir  incest  infatu  shave  social injustic  barbershop  oven  beadl  uxoricid  seaman  mother figur  folktal  corrupt judg  horror mus,sweeney todd the demon barber of fleet street,tt0408236
524,10895,Pinocchio,anim  famili rescu  sea  child abus  based on novel or book  magic  whale  itali  lie  fairi  carniv  wish  puppet  nose  conscienc  wish fulfil  toy comes to lif  animal cruelti  child slaveri  pinocchio  cartoon donkey,pinocchio,tt0032910
525,83666,Moonrise Kingdom,comedi  drama  romanc camp  hurrican  pen pal  coming of ag  camp  orphan  new england  first lov  eye patch  search parti  devast  handkerchief  child smok  small town sheriff  the color r  boy scout  sand danc  meet cut  boy scouts lead  pipe smok  duringcreditssting  1960,moonrise kingdom,tt1748122
526,80274,Ender's Game,science fict  action  adventur based on novel or book  fight  starship  intoler  war strategi  chosen on  earth  child prodigi  futurist  space  alien invas  univers  military school  adventur  morality tal  based on young adult novel  boy group  starship,enders game,tt1731141
527,1813,The Devil's Advocate,drama  mysteri  thriller  horror child abus  southern usa  marriage crisi  obsess  bibl  seduct  hallucin  devil's son  ambit  pact with the devil  crooked lawy  satan  evil spirit  lust  courtroom  temptat  law firm  manhattan  new york c  seven deadly sin  ethic  legal thril,the devils advocate,tt0118971
528,346685,The Girl on the Train,thriller  mysteri  drama  crime infidel  new york c  amnesia  based on novel or book  obsess  homicid  blackout  alcohol  flashback  confus  memory loss  domestic abus  disappear  female protagonist  psychological thril  train  divorce  missing person  police investig  ex-husband ex-wife relationship  unreliable narr  voyeur  abus  alcoholics anonym,the girl on the train,tt3631112
529,460465,Mortal Kombat,action  fantasi  adventur saving the world  magic  ninja fight  alternate dimens  shaolin monk  fight  based on video gam  martial arts tourna  god  hand to hand combat,mortal kombat,tt0293429
530,7131,Van Helsing,horror  adventur  action transylvania  vampir  vatican  bite  castl  steampunk  werewolf  van hels  notre dame cathedr  19th centuri  mr. hyde  frankenstein  dracula  fantasi,van helsing,tt0338526
531,755,From Dusk Till Dawn,horror  action  thriller  crime danc  showdown  sheriff  sibling relationship  vampir  bank robb  holy wat  sieg  stripper  priest  bank robberi  preacher  hostage situ  crucifix  recreational vehicl  mexican american bord  female strip  boa constrictor  loss of faith  foot fetish  killer on the run  barefoot,from dusk till dawn,tt0116367
532,389015,"I, Tonya",drama  comedi sport  competit  olympic gam  portland  oregon  biographi  based on true stori  rivalri  figure sk  domestic viol  poverti  overbearing moth  ice sk  taunt  1990  winter sport  abusive moth  emotional abus  mother daughter relationship,i tonya,tt5580036
533,76493,The Dictator,comedi petrol  culture clash  dictat  coup d'etat  satir  parodi  uncl  conspiraci  female soldi  united n  weapon of mass destruct  dissid  grocery stor  identity swap  iron  hilari,the dictator,tt1645170
534,334541,Manchester by the Sea,drama funer  boston  massachusett  brother  boat  sad  massachusett  loss  dysfunctional famili  grief  hospit  house fir  death  nephew  ex-wif  nonlinear timelin  mental health  ex-husband ex-wife relationship  legal guardian  dysfunctional lif,manchester by the sea,tt4034228
535,1927,Hulk,science fict  adventur  action california  monster  gener  mutat  san francisco  california  gun  superhero  dna  transform  psycholog  berkeley  based on com  presid  golden gate bridg  doctor  fear  scientist  dog  desert  anger  phone  militari  super villain  cell  superhuman strength  repressed memori  repress  good versus evil,hulk,tt0286716
536,181886,Enemy,thriller  mysteri infidel  based on novel or book  nightmar  professor  pregnanc  paranoia  toronto  canada  delus  symbol  spider  surreal  mental il  dream sequ  doppelgäng  double ident  subconsci,enemy,tt2316411
537,445571,Game Night,mysteri  comedi  crime jealousi  husband wife relationship  married coupl  sarcasm  dark comedi  game  insult  reveng  neighbor  dog  group of friend  corvette stingray  creepy neighbor  aftercreditssting  embarras  brother brother relationship  board gam,game night,tt2704998
538,1571,Live Free or Die Hard,action  thriller helicopt  washington dc  usa  holiday  hostag  detect  fbi  geniu  sarcasm  parkour  traffic chao  sequel  hack  power outag  nypd  federal ag  fourth of juli  media manipul  nsa ag  cyber terror  action hero  police escort  homeland secur  assassination team  electric power st  based on magazin  newspaper or articl  father daughter relationship  algorithm  computer hack  high octan  government build  tractor trail  computer infrastructur,live free or die hard,tt0337978
539,324668,Jason Bourne,action  thriller  mysteri  drama assassin  cia  amnesia  casino  chase  greec  flashback  hack  las vega  black op  rogue ag  armored vehicl  reykjavík  iceland  hdd,jason bourne,tt4196776
540,260346,Taken 3,thriller  action california  escap  funer  gas stat  detect  bodyguard  suspicion of murd  golf  penthouse apart  morgu  car crash  sequel  confus  murder  fugit  on the run  shootout  police chas  explos  foot chas  anger  group of friend  death of moth  surveillance camera  murder investig  failing marriag  ex-husband ex-wife relationship  police surveil  wanted man  police inspector  framed for murd  protective fath  gp  money problem  elev  prime suspect  college stud  rich husband  ex special forc  ex-cia ag  unhappy marriag  unplanned pregn  spetsnaz  secret hideout  innocent suspect  lost money  father daughter relationship  army veteran  associ  secret investig  homicide investig  russian  deep sad  enemi  evas  in love with ex  mysteri  tens  honor  stepfather stepdaughter relationship  death of ex  spy tech  outsmart  special skil  owe money to crimin,taken 3,tt2446042
541,2034,Training Day,action  crime  drama drug deal  california  police brut  poker  bratva (russian mafia)  war on drug  drug traffick  police corrupt  los angel  california  gang memb  rookie cop  narcotics cop  mexican american  barrio  cholo  neo-noir,training day,tt0139654
542,159824,Hotel Transylvania 2,anim  comedi  famili  fantasi hotel  witch  skeleton  magic  transylvania  technolog  marriag  mummi  only child  backpack  wolfman  zombi  moving out  invisible person  new lif  dracula,hotel transylvania 2,tt2510894
543,628,Interview with the Vampire,horror  drama  fantasi pari  franc  based on novel or book  san francisco  california  vampir  bite  new orlean  louisiana  plantat  louisiana  piti  child vampir  gothic horror  psychot  18th centuri  plagu  disturb  insecur  19th centuri  lgbt interest  reluctant vampir  irrever  neg  sinist  dishearten  disrespect  frustrat  tragic,interview with the vampire,tt0110148
544,49040,The Bourne Legacy,action  thriller assassin  espionag  wolf  maryland  covert oper  rooftop  exploding hous  laptop  tracking devic  fake id  pharmaceutical lab  government conspiraci  manila philippin  hunt  false passport  alberta canada  admir,the bourne legacy,tt1194173
545,235,Stand by Me,crime  drama friendship  based on novel or book  leech  bulli  road trip  oregon  usa  coming of ag  railroad track  story within the stori  flipping coin  campfire stori  pie eat  told in flashback  child  1950  boy  coin toss,stand by me,tt0092005
546,10530,Pocahontas,adventur  anim  famili  romanc princess  culture clash  coloni  forbidden lov  music  gold rush  native american  colonis  virginia  star crossed lov  intercultural relationship  based on myth  legends or folklor  17th centuri  shaman  animal sidekick,pocahontas,tt0114148
547,388,Inside Man,crime  drama  thriller new york c  nazi  court cas  kidnap  hostag  bank  bank manag  ultimatum  heist  anti-semit  police detect  bank robberi  hostage situ  financial transact  bank vault  dark past  manhattan  new york c  secret past  crooked bank  secret  public figur,inside man,tt0454848
548,570670,The Invisible Man,thriller  science fict  horror based on novel or book  pregnanc  architect  fake suicid  stalker  murder  domestic abus  scientist  police detect  death  invisible person  mental hospit  woman in peril  invisible man,the invisible man,tt1051906
549,762,Monty Python and the Holy Grail,adventur  comedi  fantasi holy grail  swordplay  england  monk  wedding recept  scotland yard  midnight movi  animal attack  camelot  round tabl  chapter  satir  parodi  breaking the fourth wal  knight  king arthur  knights of the round t  10th centuri  anarchic comedi  hilari,monty python and the holy grail,tt0071853
550,1573,Die Hard 2,action  thriller journalist  helicopt  airport  based on novel or book  ambush  hand grenad  fistfight  cop  sequel  snow  shootout  officer involved shoot  los angel  california  terror  explos  church  sabotag  commando  walkie talki  air traffic control  christma  snowmobil  action hero,die hard 2,tt0099423
551,50546,Just Go with It,comedi  romanc friendship  hawaii  assist  plastic surgeri  romantic comedi  waterfal  falling in lov  older man younger woman relationship  young woman  family vac  single moth  plastic surgeon  divorc  schoolteach  rich man  favor  elaborate rus  pretending to be wif  pretend marriag  backstori  lies to cover li  pretend famili  sorority sist,just go with it,tt1564367
552,9340,The Goonies,adventur  comedi  famili gang of thiev  treasure map  oregon  usa  gunfight  childhood friend  booby trap  water slid  foreclosur  walking the plank  lost treasur  social outcast  pirate ship  henchmen,the goonies,tt0089218
553,426,Vertigo,mysteri  romanc  thriller plan  love of one's lif  sense of guilt  san francisco  california  suicide attempt  obsess  bachelor  detect  necklac  vertigo  museum  paint  grave  insurance fraud  film noir  golden gate bridg  psychological thril  rescue from drown  neo-noir  fear of height  color film noir  the perfect murd  the perfect crim,vertigo,tt0052357
554,861,Total Recall,action  adventur  science fict double lif  planet mar  based on novel or book  oxygen  resist  telepathi  falsely accus  dystopia  villai  mutant  hologram  space travel  space coloni  utopia  fake ident  secret ag  futurist  cyberpunk  fictional war  false memori  robot cop  implanted memori  action hero  virtual world  2080,total recall,tt0100802
555,524,Casino,crime  drama drug abus  casino  poker  italian american  gambl  1970  fbi  greed  overdos  car bomb  rise and fal  money  organized crim  mafia  jewish american  las vega  desert  1980,casino,tt0112641
556,49529,John Carter,action  adventur  science fict princess  medallion  planet mar  based on novel or book  escap  space travel  alien  martian  steampunk  alien rac  superhuman strength  martian civil  sword and planet  19th centuri  異星爭霸戰：尊卡特傳奇,john carter,tt0401729
557,856,Who Framed Roger Rabbit,fantasi  anim  comedi  crime based on novel or book  falsely accus  movie busi  innoc  suspicion of murd  cartoon  mental breakdown  whodunit  los angel  california  love sick  private detect  movie star  cartoon rabbit  neo-noir  1940  live action and anim,who framed roger rabbit,tt0096438
558,545611,Everything Everywhere All at Once,action  adventur  science fict mother  martial art  kung fu  philosophi  generations conflict  chinese woman  laundromat  chines  east asian lead  divorc  famili  hot dog  asian woman  chinese immigr  mother daughter relationship  asian american  intergenerational trauma  internal revenue servic  ridicul  瞬息全宇宙,everything everywhere all at once,tt6710474
559,855,Black Hawk Down,action  histori  war based on novel or book  ambush  chao  militia  prisoner of war  wound  somalia  warlord  famin  arms deal  delta forc  gunfight  combat  1990  mogadishu  rescue oper  peacekeep  soldier  street shootout,black hawk down,tt0265086
560,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,adventur  famili  fantasi epic  based on novel or book  magic  lion  anthropomorph  dragon  king  fantasy world  snow  sea voyag  quest  high fantasi  isekai  father son relationship  brother sister relationship  turned into anim  based on young adult novel  good versus evil,the chronicles of narnia the voyage of the dawn treader,tt0980970
561,12162,The Hurt Locker,drama  thriller  war rescu  explos  loyalti  us armi  car bomb  iraq  tension  disast  terror  soldier  iraq war  anti war  bomb squad  body armor  woman director  army serg,the hurt locker,tt0887912
562,338967,Zombieland: Double Tap,comedi  horror marriage propos  the white hous  gore  road trip  sequel  surviv  spoof  zombi  recreational vehicl  aftercreditssting  graceland  minivan  christmas pres,zombieland double tap,tt1560220
563,117,The Untouchables,crime  drama  histori  thriller chicago  illinoi  prohibition era  gangster  baseball bat  white suit  tough cop  treasury ag  untouch  tax evas  jury tamp  1930,the untouchables,tt0094226
564,2675,Signs,drama  thriller  science fict  mysteri farm  faith  symbol  miracl  family relationship  alien  grief  rural area  alien invas  crop circl  alien attack  death of wif  loss of faith  alien encount  malici  alien,signs,tt0286106
565,44833,Battleship,thriller  action  adventur  science fict fight  u.s. navi  mind read  hong kong  football (soccer)  scientist  fictional war  naval  armada  battleship  naval combat  jds myoko  lost commun  taser  buoy  communications expert  joint chiefs of staff  crash land  jet fighter pilot  navy lieuten  permission to marri  aftercreditssting  naval warfar  uss missouri,battleship,tt1440129
566,9654,The Italian Job,action  crime gold  california  helicopt  hacker  venic  itali  chase  parent child relationship  subway  mountain  austria  safe  heist  remak  caper  reveng  murder  double cross  boat chas  los angel  california  explos  convict  hollywood sign  television repair  mini coop,the italian job,tt0317740
567,630,The Wizard of Oz,adventur  fantasi  famili witch  adolesc  dream  based on novel or book  secret ident  lion  tornado  twister  scarecrow  music  kansa  usa  imaginary land  cowardli  monkey  female villain  wizard  sepia color  hourglass  red sho  based on young adult novel  tin man  exuber  vibrant,the wizard of oz,tt0032138
568,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,drama  comedi  war usa presid  gener  cold war  strategic air command  dark comedi  nuclear missil  satir  black and whit  war room  bomber pilot  nuclear weapon  ex-nazi  anti war  doomsday devic  absurd  provoc  bold,dr strangelove or how i learned to stop worrying and love the bomb,tt0057012
569,27576,Salt,action  mysteri  thriller race against tim  cia  assassin  espionag  kidnap  spi  cold war  soviet union  double ag  reveng  on the run  shootout  female protagonist  hitwoman  terror  russian spi  intelligence offic,salt,tt0944835
