,id,title,keys,normalised_text,imdb_id
3574,195,Trouble in Paradise,comedi  crime  romanc jealousi  robberi  venic  itali  widow  approach  based on play or mus  secretari  black and whit  extramarital affair  pre-cod  emot,trouble in paradise,tt0023622
3575,567965,Misbehaviour,drama  histori  comedi london  england  1970  commun  beauty contest  based on true stori  feminist  student protest  divorced moth  woman director  women's right  intersection  women's liberation mov,misbehaviour,tt9148706
3576,9458,Desperate Measures,action  drama  thriller chase  donat  paranoia  terminal il  leukemia  prison escap  hospit  psychological thril  crimin  convict  confront  captiv  freeway  propan,desperate measures,tt0118966
3577,28966,Wings,drama  action  war  romanc friendship  pari  franc  love triangl  world war i  gay interest  battlefield  aerial combat  dogfight  black and whit  warfar  silent film  us militari  1910  fighter pilot,wings,tt0018578
3578,10105,Saints and Soldiers,war  drama  action  adventur  histori nazi  winter  braveri  world war ii  belgium  slaughter  soldier  mormon missionari  behind enemy lin  1940  american soldi,saints and soldiers,tt0373283
3579,25103,Night of the Demon,fantasi  horror  mysteri england  professor  investig  animal attack  black mag  psychologist  electrocut  demon  witchcraft  skeptic  occult  hypnot  satanic cult  séanc  science vs religion  jumping through a window  stoneheng  folk horror  parapsycholog  catatonic st  foggy night  supernatural pow,night of the demon,tt0050766
3580,10627,Taps,war  drama cadet  gun  school shoot  military academi  hostile takeov  die hard scenario  last stand  military school  older man younger man relationship  military funer,taps,tt0083169
3581,741228,Locked Down,comedi  crime  drama london  england  department stor  motorcycl  jewel heist  jewelry heist  lockdown  pandem  divorced coupl  covid-19  shot in lockdown  zoom cal,locked down,tt13061914
3582,10445,Shadowlands,drama  romanc stroke of f  england  brother  christian  literatur  bachelor  marriag  based on play or mus  oxford  author  writer  falling in lov  1950  children's author,shadowlands,tt0108101
3583,3019,Dr. Jekyll and Mr. Hyde,horror  science fict  drama london  england  double lif  based on novel or book  transform  alter ego  jekyll and hyd  pre-cod  marriage engag  torment  abused woman,dr jekyll and mr hyde,tt0022835
3584,9782,The Night Listener,drama  thriller  horror new york c  based on novel or book  aid  radio st  radio present  wisconsin  motel  radio transmiss  gay interest  hospit  writer  ill  phone cal  christma,the night listener,tt0448075
3585,9709,My Summer of Love,drama  romanc northern england  sibling relationship  england  becoming an adult  female friendship  mope  yorkshir  lesbian relationship  summer  female homosexu  tomboy  lgbt,my summer of love,tt0382189
3586,15300,Newsies,famili  drama  histori  music new york c  music  based on true stori  teenage girl  teenage boy  juvenile crim  brawl  boy sing  name chang  slingshot  juvenile detention cent  corrupt offici  turn of the centuri  newspaper boy  19th centuri  newsboy  correctional institut  20th centuri,newsies,tt0104990
3587,27130,I Walked with a Zombie,drama  horror  fantasi  mysteri island  jealousi  love triangl  nurs  superstit  voodoo  calypso  plantat  half-broth  psychological abus  sorrow  sibling rivalri  zombi  doctor  alcohol  tower  val lewton  tropical island  voodoo ritu  science vs religion  guilty consci  voodoo dol  gothic rom  brain dead  descendants of african slav  plantation own  cane field,i walked with a zombie,tt0036027
3588,432527,Padmaavat,drama  histori  romanc epic  husband wife relationship  obsess  queen  delhi  india  afghanistan  sultan  music  romanc  honor  king  battl  period drama  fortress  based on song  poem or rhym  mediev  mongol  history of india  13th centuri  ancient india  mewar  india,padmaavat,tt5935704
3589,604872,Skyfire,action  adventur island  fire  lava  volcano  disast  resort  scientist  death of moth  volcanic erupt  tourists in peril  volcanic ash  volcanic island  father daughter relationship,skyfire,tt9203190
3590,3084,Wuthering Heights,drama  romanc jealousi  sibling relationship  based on novel or book  love of one's lif  central and south america  rags to rich  rivalri  yorkshir  moor (terrain)  19th centuri,wuthering heights,tt0032145
3591,10857,When the Wind Blows,anim  war  science fict husband wife relationship  nuclear war  england  world war ii  based on com  english countrysid  based on graphic novel  nuclear fallout  adult anim  isolated hous  radiation sick  bomb shelt,when the wind blows,tt0090315
3592,795811,Wheel of Fortune and Fantasy,drama  romanc japan  love triangl  coincid  antholog  writer  first lov  honey trap  erotic novel  psycholog  girls lov  encount  voic  berlinale seri  tokio,wheel of fortune and fantasy,tt14034966
3593,12232,The Thief of Bagdad,adventur  fantasi  romanc love at first sight  giant spid  sultan  flying carpet  djinn  orient  thief  baghdad  blind  geni  arabian night  crystal bal  magician  beautiful princess  turned into anim  wish  vibrant,the thief of bagdad,tt0033152
3594,34746,Death Wish V: The Face of Death,action  crime  drama new york c  polic  gangster  anti hero  fashion design  reveng  murder  vigilant  hospit  one man armi  model  one against mani  fashion show  child custodi  action hero  witness reloc  vigilante justic,death wish v the face of death,tt0109578
3595,592807,Papicha,drama female friendship  based on true stori  fashion design  female protagonist  terror  algier  algeria  fashion show  dance club  woman director  1990  algerian civil war (1991-2002),papicha,tt9522080
3596,534338,An Interview with God,drama  mysteri new york c  journalist  husband wife relationship  interview  god  intervent  troubled marriag  investigative journalist  celebrity interview  christian film,an interview with god,tt5779372
3597,848,Dragonslayer,fantasi  adventur princess  virgin  sacrific  self sacrific  magic  secret ident  solar eclips  sorcerer's apprentic  amulet  lotteri  brood  human sacrific  sorcer  cross dress  dragon  hidden ident  landslid  sword and sorceri  6th centuri,dragonslayer,tt0082288
3598,207769,Banshee Chapter,horror  thriller govern  new mexico  lsd  drug us  hallucinogenic drug  conspiraci  tension  writer  desert  missing person  radio broadcast  found footag  videotap  short wave radio  number st  mk ultra  scientific experi,banshee chapter,tt2011276
3599,9710,Allan Quatermain and the Lost City of Gold,adventur  action  comedi gold  treasur  sibling relationship  africa  riddl  treasure hunt  sequel  gold min  slave  archaeologist  missing person  archeolog  allan quatermain,allan quatermain and the lost city of gold,tt0092534
3600,28761,"White Hunter, Black Heart",adventur  drama london  england  based on novel or book  eleph  africa  movie busi  safari  based on true stori  hunt  1950  big game hunt  film director,white hunter black heart,tt0100928
3601,164052,The Strange Thing About the Johnsons,drama  horror satir  poet  family relationship  domestic viol  family drama  wed  famili  incest  dark secret  abus  strang  dark rom  father son relationship  domestic strif  abusive person  short film,the strange thing about the johnsons,tt1772398
3602,9389,Renaissance,action  anim  science fict futur  pari  franc  polic  ident  boss  dystopia  monopoli  beauti  victim  presid  disappear  black and whit  theft  scientist  adult anim  research  corpor,renaissance,tt0386741
3603,31662,Affliction,drama  crime  mysteri small town  based on novel or book  winter  halloween  new hampshir  hunting accid  alcohol  snow  domestic viol  abusive fath  attorney  vida rur,affliction,tt0118564
3604,1994,The Most Dangerous Game,action  adventur  thriller  horror crocodil  hunting human b  fistfight  hunt  remote island  pre-cod  based on short stori  sole survivor  reef  attacked by a dog  mute villain  nobleman  human prey  big game hunt,the most dangerous game,tt0023238
3605,17774,Derailed,action  thriller martial art  biological weapon  chase  anti hero  betray  train  terror  explos  train explos  government ag  runaway train  action hero,derailed,tt0298296
3606,26610,Insomnia,thriller  crime  mysteri detect  investig  fog  hallucin  insomnia  cover-up  rural area  shootout  death  revolv  nordic noir  neo-noir  midnight sun  planted evid  remad  crime writ  corrupt cop,insomnia,tt0119375
3607,24106,The Black Cat,horror  mysteri chess  prisoner of war  hungari  black and whit  train  storm  psychiatrist  black cat  spiral staircas  high priest  newlyw  pre-cod  based on short stori  satanic ritu  satanic cult  psychotron  preserved corps  female corps  devil worship  mystery writ  wife murder  woman in peril  bus crash  europe honeymoon  flay  glass display cas  gun turret  married to stepdaught,the black cat,tt0024894
3608,23954,Atlantic City,crime  drama  romanc new jersey  casino  gangster  cocain  casanova  murder  mobster  atlantic c  older man younger woman relationship  poker gam  drug  lemon,atlantic city,tt0080388
3609,16723,Sugar & Spice,crime  comedi  drama mask  high school  robberi  gun  rebel  american footbal  bank  pregnanc  cheerlead  female friendship  love  money  quarterback  teenage pregn  woman director  squad  comfort,sugar  spice,tt0186589
3610,409502,I'm Not Ashamed,drama depress  high school  faith  christian  denver  colorado  artist  homeless  violence in school  female friendship  bulli  biographi  based on true stori  loneli  teenage girl  high school friend  social outcast  religious film  1990  paying it forward  mass shoot  non-professional act  independent film  columbin  victim complex,im not ashamed,tt4950110
3611,67,Paradise Now,thriller  crime  drama individu  friendship  israel  palestinian-israeli conflict  palestin  middle east  muslim  civil war  suicide miss  unemploy  gay them,paradise now,tt0445620
3612,258,Bed and Board,comedi  drama  romanc adulteri  infidel  pari  franc  expensive restaur  marriage crisi  job-hop  brothel  1970  violin  music teach  married coupl  routin  neglect of one's spous  fetish  life plan  pregnanc  relationship  divorc  extramarital affair,bed and board,tt0065651
3613,13715,At Close Range,crime  drama  thriller small town  rape  pennsylvania  usa  money laund  1970  tractor  based on true stori  sociopath  organized crim  drug  witness to murd  teenage lov  crime famili  courtroom  jobless  grand theft auto  police investig  farm hous  police interrog  farm girl  criminal organ  life of crim  father son relationship  criminal lif,at close range,tt0090670
3614,826769,Rosaline,romanc  drama  comedi based on novel or book  love triangl  boyfriend girlfriend relationship  cousin cousin relationship  duringcreditssting  spinster  verona itali  dramedi,rosaline,tt1777606
3615,12520,The Last Supper,comedi  thriller  crime  drama polit  dark comedi  sexism  painter  satir  fascist  wine  racist  murder  priest  dinner  stab  death  hypocrisi  woman director  elit  burial  horror comedi,the last supper,tt0113613
3616,594188,NiNoKuni,anim  action  adventur  famili  fantasi  romanc magic  despair  love  friend  school  creatur  parallel world  based on video gam  fantasy world  accid  anim  isekai,ninokuni,tt9760504
3617,566076,The United States vs. Billie Holiday,music  drama  histori war on drug  new orlean  louisiana  jazz singer or musician  ban from profess  biographi  surveil  heroin addict  1940  1950  fbi ag,the united states vs billie holiday,tt8521718
3618,31414,Satantango,drama farm  epic  countrysid  based on novel or book  cat  rain  hungari  loneli  art hous  poverti  black and whit  writer  alcohol  mental il  remodernist  nonlinear timelin  multiple perspect  contemplative cinema,satantango,tt0111341
3619,38884,Land and Freedom,drama  histori  war  romanc worker  marxism  spain  communist  solidar  revolut  fascism  spanish civil war (1936-39)  anarchist  franco regime (francoism)  betray  working class,land and freedom,tt0114671
3620,247182,El nino,adventur  crime  thriller  action spain  smuggling (contraband)  polic  drug traffick  gibraltar  cocain  morocco  hashish  narcotics cop  police helicopt,el nino,tt2093990
3621,21733,Dragons Forever,action  comedi  romanc factori  martial art  kung fu  garbag  court cas  fight  gangster  trial  beautiful woman  neighbor  lawyer  art  neurot  gun runn,dragons forever,tt0093015
3622,109729,The Canyons,thriller  drama adulteri  jealousi  movie busi  seduct  liar  control  hollywood  fear  love affair  threesom  possess  psychotherapi  snoop  mind gam  trust fund babi,the canyons,tt2292959
3623,500634,6 Balloons,drama drug abus  heroin  drug addict  addict  family relationship  drug us  surprise parti  addict  heroin addict  heroin addict  relaps  woman director  brother sister relationship  drug withdraw,6 balloons,tt6142496
3624,460071,Lizzie,crime  drama  thriller biographi  last will and testa  axe murd  housemaid  lizzie borden  murder tri  19th centuri  abusive fath  father daughter relationship,lizzie,tt5160938
3625,10563,Three to Tango,comedi  romanc danc  businessman  espionag  architect  artist  tango  partnership  decept  gay interest  love affair  business partn  pretending to be gay,three to tango,tt0144640
3626,595867,On a Magical Night,comedi  drama hotel room  adulteri  husband wife relationship  pari  franc  midlife crisi  lover  piano lesson  teacher student relationship  magic r  older woman younger man relationship  estranged coupl  marriage problem  past lif  unfaithful wif  romantic dramedi,on a magical night,tt10115562
3627,291081,Red Riding: The Year of Our Lord 1974,thriller  mysteri  crime  drama journalist  police brut  northern england  based on novel or book  1970  yorkshir  murder  serial kil  police corrupt  missing child,red riding the year of our lord 1974,tt1259574
3628,12400,Redbelt,drama sport  movie busi  video surveil  interracial marriag  car accid  instructor  jujitsu  movie star  nightstick  husband  life relationship  set up,redbelt,tt1012804
3629,27932,Airport 1975,action  thriller  drama helicopt  husband wife relationship  airplan  cataclysm  airport  based on novel or book  guitar  stewardess  pilot  alcohol  sequel  aviat  salt lake c  utah  teenage girl  singing nun  mid air collis  airplane accid  los angel  california  disaster movi,airport 1975,tt0071110
3630,18503,Caterina in the Big City,comedi  drama school friend  rome  itali  middle school  choru  social lif  first kiss  overbearing fath  moving to a c  political humor  dramedi  fitting in,caterina in the big city,tt0366287
3631,34193,Magic,drama  horror  thriller based on novel or book  magic  telepathi  1970  alter ego  ventriloquist  evil dol  dead bodi  mad  split person  high school sweetheart  ventriloquist's dummi,magic,tt0077889
3632,41556,The Romantics,drama  romanc friendship  based on novel or book  love triangl  loyalti  female friendship  reunion  betray  wed  maid of honor  romantic literatur  ex-boyfriend ex-girlfriend relationship  woman director  college friend  imminent wed  wedding weekend  torn between two women,the romantics,tt1403988
3633,18172,All the Right Moves,romanc  drama high school  friendship  sport  american footbal  classroom  cheerlead  colleg  saxophon  ambit  affect  coach  marching band  locker room  drink  steel work  pep ral  athletic scholarship,all the right moves,tt0085154
3634,42172,Hardcore,drama  mysteri  crime daughter  pornographi  michigan  runaway  peep show  snuff  father  los angel  california  porn industri  subcultur  private detect  missing child  sex industri  search for daught  snuff film  calvinist  calvin,hardcore,tt0079271
3635,27094,Lenny,drama adulteri  husband wife relationship  court cas  court  drug addict  freedom of speech  comedian  civil right  biographi  stripper  unfaith  social satir  judaism  courtroom  self destruct  stand-up comedian,lenny,tt0071746
3636,31642,Heaven & Earth,histori  war  action  drama vietnam war  vietnam  war crim  saigon  biographi  based on true stori  interracial relationship  domestic viol  based on memoir or autobiographi  dog  immigrant experi  vietnamese woman,heaven  earth,tt0107096
3637,77878,The Lady,drama police brut  seer  massacr  political assassin  human right  ill moth  nobel peace pr  prostate canc  oxford england  army gener  rangoon burma  junta  military dictatorship  1940,the lady,tt1802197
3638,38126,Return of the Fly,horror  science fict experi  teleport  hybrid  montreal  canada  sequel  scientist  guinea pig  animal kil  fly (insect)  animal horror  fly/human hybrid  french canadian  science laboratori  in-home laboratori,return of the fly,tt0053219
3639,12634,The Big Bounce,comedi  crime hotel  robberi  based on novel or book  judg  yacht  blackmail  hawaii  seduct  stolen money  delinqu  decept  safe  waterfal  skinny dip  cell phon  double cross  beach hous  elmore leonard  scheme,the big bounce,tt0315824
3640,201676,My Little Pony: Equestria Girls,anim  comedi  famili  fantasi  music princess  high school  friendship  magic  poni  pegasu  crown  prom  based on toy  another dimens  unicorn  prom queen  quest,my little pony equestria girls,tt2908228
3641,179111,A Field in England,drama  histori  horror  thriller  comedi  adventur  fantasi friendship  chao  hallucin  surreal  hallucinogen  hysteria  spiritu  magic mushroom  drug trip  enlighten  mad  psychedel  alchemi  ghost  spiritual journey  english civil war  17th centuri  folk horror,a field in england,tt2375574
3642,27367,Mrs. Miniver,drama  romanc  war based on novel or book  england  hostag  world war ii  prisoner of war  pilot  rose  black and whit  river patrol  bomb  home front  dunkirk,mrs miniver,tt0035093
3643,18316,Black Dog,action new jersey  fbi  crime boss  motorcycle crash  truck  train crash  shootout  crash  explos  motorcycl  truck driv  ex-con  gunrunn  truck crash  truck chas  action hero  atf,black dog,tt0120610
3644,10646,Tomcats,comedi  romanc bondag  gambling debt  bachelor  roulett  one-night stand  compulsive gambl  stag night  woman  crude humor  group of friend  bdsm  sperm donor  sex comedi,tomcats,tt0246989
3645,12778,Greedy,comedi tattoo  nurs  bowl  greed  vandal  grandfath  cousin  money  wealth  older man younger woman relationship  famili  alcohol  drunk  private detect,greedy,tt0109936
3646,467012,Satan's Slaves,drama  horror  mysteri mother  funer  cemeteri  wheelchair  radio  famili  vinyl record  well  money problem  sign languag  absent par  loss of moth  sibl,satans slaves,tt7076834
3647,5204,Kontroll,thriller  comedi  crime budapest  hungari  underground  subway  allegori  eastern europ  dark comedi  train  pursuit  subterranean  dark  gritti  metro  budapest,kontroll,tt0373981
3648,795813,I'm Your Man,science fict  comedi  romanc berlin  germani  loneli  scientist  based on short stori  woman director  female scientist  single woman  father daughter relationship  scientific experi  human android relationship,im your man,tt13087796
3649,441,Human Nature,drama  comedi mentally dis  individu  human evolut  experi  small person  sexual  philosophi  professor  mous  arts and cultur  civil  sapient  ethologist  kaspar-hauser-syndrom  zoo  forest  author  hair  disabl,human nature,tt0219822
3650,466876,Gnome Alone,famili  adventur  anim  comedi  fantasi teenage crush  teenage girl  high school stud  supernatural creatur  popular girl  teenage protagonist  animate statu  move  crush on girl,gnome alone,tt5851786
3651,26860,White Zombie,horror voodoo  plantat  haiti  zombi  black and whit  newlyw  pre-cod  poverty row  woman in peril  telepathic mind control  vultur  independent film  melodrama  zombie mak,white zombie,tt0023694
3652,232175,Gimme Shelter,drama sexual abus  based on true stori  family relationship  religion  tearjerk  teenage pregn  teen ang  foster car  abusive moth  mother daughter relationship,gimme shelter,tt1657510
3653,842942,Bandit,crime  drama  thriller canada  detect  pregnanc  bank robb  based on true stori  strip club  disguis  jewel heist  vancouv  escaped prison  ottawa  canada  prison escape  childbirth  pembrok  canada  london  canada,bandit,tt9853500
3654,23761,"Alice, Sweet Alice",horror  mysteri single par  communion  communion dress  church servic  burned al  sibling rivalri  murdered sist  psychotron  dead daught  burnt bodi  knife murd  roman catholic church  proto-slash  masked villain  holy communion  first holy communion  death of s  murder-of-sist  religious fanatic  masked kil  grieving moth  american giallo,alice sweet alice,tt0076150
3655,1414,Lovers of the Arctic Circle,drama  mysteri  romanc first tim  suicid  sibling relationship  love of one's lif  becoming an adult  love at first sight  pilot  scandinavia  coincid  fate  snow  relationship  antarctica  divorc  famili  magic r  paper airplan,lovers of the arctic circle,tt0133363
3656,26338,Romance,drama  romanc bondag  sexual frustr  sadism  pregnanc  unfaith  boyfriend girlfriend relationship  woman director  female sexu  erotic fantasi  intimaci  sexual encount  dysfunctional relationship  sexual pervers,romance,tt0194314
3657,13938,The Last Dragon,action  adventur  music martial art  kung fu  kidnap  pop sing  pizzeria  limousin  martial arts mast  martial artist  martial arts train  martial arts school  kung fu mast  damsel in distress  harlem  new york c  tv host  hero's journey  child martial art,the last dragon,tt0089461
3658,542928,The Endless Trench,drama  histori  thriller husband wife relationship  spanish civil war (1936-39)  franco regime (francoism)  based on true stori  neighbor neighbor relationship  small villag  spanish second republic (1931-39)  political repress  andalusia  spain  post spanish civil war  spanish countrysid,the endless trench,tt7937168
3659,14148,The Flock,crime  drama  mysteri  thriller pornographi  trailer park  kidnap  new mexico  investig  diner  retir  murder  vigilant  child molest  sex offend  missing woman  department of public safeti,the flock,tt0473356
3660,554908,"Endings, Beginnings",romanc  drama new lov  love triangl  woman between two men  romanc  love  growing up  love interest  beautiful  woman  young woman  love affair  thirty someth  young lov  twenty someth  white woman  love and rom  failed rom  unhappy lov  broken rom  growth  twisted lov  single woman  young rom  romantic triangl  love stori  female paint,endings beginnings,tt9147456
3661,22478,Another Woman,drama depress  regret  philosophi  write  paint  eavesdrop  family relationship  extramarital affair  middle ages (476-1453)  stepparent stepchild relationship  german poetri,another woman,tt0094663
3662,8997,Hollow Man II,horror  thriller  science fict underwear  villain  on the run  police officer kil  crime scen  handheld camera  slasher  undress  held at gunpoint  survival horror  invisible person  night vis  subjective camera  broken hand  voyeur  invis,hollow man ii,tt0469916
3663,16769,Coal Miner's Daughter,music  drama country mus  kentucki  female friendship  biographi  washington st  still  grand ole opri  nashville tennesse  honkytonk  coal  coal min  journey shown on map  death of best friend,coal miners daughter,tt0080549
3664,15198,"Mystery, Alaska",drama  comedi sport  ice hockey  alaska  sport competit  estranged coupl  small town sheriff  jealous husband  forced retir  father son conflict  return to birthplac,mystery alaska,tt0134618
3665,24961,The Wiz,adventur  famili  fantasi  music new york c  melancholi  based on play or mus  dog  disco  based on movi  wizard  harlem  new york c  funk  african american,the wiz,tt0078504
3666,305943,A Kind of Murder,drama  thriller  crime new york c  based on novel or book  obsess  married coupl  architect  investig  neurosi  suspicion  beautiful woman  murder  whodunit  dead woman  aspiring writ  homicide detect  rich husband  1960  unhappy marriag  success  murdered wif  bookstore own  corvett,a kind of murder,tt2726552
3667,31592,The Old Dark House,comedi  horror wale  based on novel or book  family secret  social satir  old dark hous  mad  pre-cod  isolated hous  stormy night  creepy hous  mute serv  social prejudic,the old dark house,tt0023293
3668,33278,Deadly Friend,horror  science fict child abus  artificial intelligence (a.i.)  based on novel or book  resurrect  reveng  robot  exploding head  alcohol  brawl  circuit board  paranoiac,deadly friend,tt0090917
3669,10299,"Hush... Hush, Sweet Charlotte",drama  horror  mysteri southern usa  insan  highway  cousin  family secret  murder  mansion  psychological thril  love affair  housekeep  death  mental il  reclus  southern bel  shock  southern goth  hagsploit,hush hush sweet charlotte,tt0058213
3670,10472,Down to You,comedi  drama  romanc new york c  new lov  lovesick  love of one's lif  colleg  man woman relationship  romanc  reloc  love  breaking the fourth wal  falling in lov  second ch  first lov  liberti  relationship  passion and rom  dating histori,down to you,tt0186975
3671,585268,War,action  thriller  adventur friendship  chase  gun  itali  portug  spi  traitor  two man armi  karat  love  betray  shootout  one man armi  explos  india  motorcycl  one against mani  mentor protégé relationship  motorcycle chas  new delhi india  yrf spy univers,war,tt7430722
3672,409617,Killing Ground,mysteri  thriller  horror new year's ev  marriage propos  babi  rape  polic  pig  loss of loved on  camp  car crash  flashback  murder  serial kil  slasher  doctor  dog  flat tir  australian bush,killing ground,tt4728386
3673,15708,Latter Days,drama  comedi  romanc coming out  homophobia  sexual  missionari  male homosexu  neighbor  promiscu  religion  los angel  california  mormon  mormon missionari  sexual confus  forbidden sexu  gay them  lgbt interest,latter days,tt0345551
3674,46315,Valerie and Her Week of Wonders,fantasi  adventur  drama corrupt  based on novel or book  magic  vampir  sexual  allegori  innoc  supernatur  priest  religion  demon  occult  sexual awaken  vampir  dream like experi  czech new wav  polecat  bohemian,valerie and her week of wonders,tt0066516
3675,13549,Burnt Offerings,horror  thriller  mysteri child abus  husband wife relationship  based on novel or book  window  cemeteri  coffin  possess  caretak  summer vac  old dark hous  old hous  psychosi,burnt offerings,tt0074258
3676,16448,Waiting for Guffman,comedi  music missouri  mockumentari  mechan  in the closet  improvis  whisper  travel ag  alien contact  city council  chinese restaur  product licens,waiting for guffman,tt0118111
3677,28571,The Heiress,drama  romanc  histori new york c  famous scor  marriag  love  money  wealth  inherit  manhattan  new york c  embroideri  spinster  19th centuri  fortun  fortune hunt  white glov,the heiress,tt0041452
3678,24787,Scooby-Doo! Meets the Boo Brothers,anim  adventur  comedi  famili  tv movi  mysteri riddl  plantat  twin broth  ghost hunt  evil twin  criminal investig  hunchback  confederate soldi  inheritance challeng  headless horseman  southern girl  jealous broth  suspicious butl  scooby-doo!,scoobydoo meets the boo brothers,tt0189070
3679,28276,Good Morning,comedi  famili  drama japan  parent child relationship  brotherhood  protest  inflat  consumer  gossip  noisy neighbor  post war japan  neighborhood  criterion  japanese famili  door to door salesman  family dynam  mischievous children  town gossip  television set  boy  small talk  missing money  silenc  child outsmarts adult  generational divid  fart,good morning,tt0053134
3680,11414,The Defiant Ones,crime  drama escap  mississippi riv  freedom  hostil  swamp  bia  racist  escaped convict  chain gang  man hunt  racism  train  convict  racial prejudic  shackl  south,the defiant ones,tt0051525
3681,14313,Feast of Love,romanc  drama adulteri  danc  friendship  marriage propos  fortune tel  based on novel or book  funer  professor  pregnanc  coffee shop  oregon  usa  drug us  love  grief  neighbor  wed,feast of love,tt0800027
3682,14073,Jodhaa Akbar,romanc  histori  drama epic  husband wife relationship  marriage crisi  emperor  hindu  biographi  sword fight  period drama  domineering moth  mughal empir  marriage of alli  16th centuri  love after marriag  hindu muslim conflict,jodhaa akbar,tt0449994
3683,56521,Palombella Rossa,comedi  drama identity crisi  surreal  memory loss  character studi  political satir  metaphor  water polo  fall of commun  mother son relationship  psychanalys,palombella rossa,tt0098055
3684,541560,The Wind,western  horror  thriller based on novel or book  isol  pregnanc  paranoia  supernatur  frontier  remak  mad  reverend  still birth  19th centuri  plain  prairie mad,the wind,tt8426594
3685,1679,Godzilla Raids Again,science fict  horror  action island  japan  monster  nightclub  giant monst  sequel  disast  osaka  japan  dinosaur  black and whit  destruct  kaiju  flood  plane crash  godzilla,godzilla raids again,tt0048127
3686,9721,7 Seconds,action  crime  thriller polic  chase  bratva (russian mafia)  kidnap  hostag  gangster  wretch  hold-up robberi  rivalri  heist  partner  organized crim  shootout  one man armi  bucharest  romania  pretty woman  crime gone awri  disord  dishonesti  daring rescu  criminal hero  tough hero  confin,7 seconds,tt0417395
3687,13614,Katyn,drama  histori  war based on novel or book  world war ii  kraków  poland  based on true stori  war propaganda  historical ev  stalin  state secur  1940  state crim  soviet union histori  polish histori  russian war crim,katyn,tt0879843
3688,1068141,Mighty Morphin Power Rangers: Once & Always,action  adventur  science fict  famili hero  superhero  superhero team  masked superhero  anniversari  aging superhero  based on tv seri  female superhero  sentai,mighty morphin power rangers once  always,tt23219684
3689,5817,"You, the Living",drama  comedi  music new lov  airplan  jazz  pickpocket  hairdress  balconi  sweden  beer  music  man woman relationship  partnership  alien  little boy  storm  psychiatrist  blue ski  school lif  anarchic comedi,you the living,tt0445336
3690,33667,Gentleman's Agreement,drama  romanc new york c  based on novel or book  magazin  anti-semit  black and whit  writer  soldier  widow  racial prejudic  gentil  father son relationship,gentlemans agreement,tt0039416
3691,1058,Breathless,romanc  drama  action mexico  polic  erotic  quicki  suspicion of murd  motel  seduct  final exam  on the run  los angel  california  extramarital affair  taking a show  runaway coupl  simulated sex  sexy woman  fugitive lov,breathless,tt0085276
3692,16274,Holiday,comedi  romanc new year's ev  sibling relationship  holiday  romantic comedi  sister  free spirit  best friend  mansion  alcohol  millionair  screwball comedi  stubborn  marriage engag  high societi  social class  christma  college professor  drunkard  wealthy famili,holiday,tt0030241
3693,5155,Ossessione,crime  drama  romanc adulteri  based on novel or book  italian  itali  disorient  provinc  country hous  country lif  milieu  hold  murder  mechan  drifter  older husband  neo real  italian neo r,ossessione,tt0035160
3694,24739,Miracle Mile,romanc  drama  science fict  thriller  comedi helicopt  nuclear war  panic  chao  gun  gas stat  dark comedi  diner  riot  end of the world  payphon  los angel  california  explos  one night  elev,miracle mile,tt0097889
3695,84427,House of Pleasures,drama pari  franc  brothel  erotic  sexual fantasi  sexual humili  prostitut  sexual desir  sexual favor  sexual explor  sexual experiment  sexual relationship  sexual attitud  sexual discoveri  sexual educ,house of pleasures,tt1660379
3696,159932,A Single Shot,drama  crime  thriller farm  small town  based on novel or book  shotgun  rain  motel  hors  wilder  alcohol  poacher  money  lawyer  accidental death  divorc  dog  trailer  hunt  pickup truck  loner  contain  headshot  hunting rifl  violenc,a single shot,tt1540741
3697,13552,The Doom Generation,comedi  crime  drama  romanc friendship  california  nazi  nihil  erotic  blow job  controversi  punk rock  surreal  severed head  drifter  on the road  threesom  shoplift  polyamori  voyeur  crystal meth,the doom generation,tt0112887
3698,553835,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,anim  action  adventur  comedi  fantasi  romanc monster  based on novel or book  magic  mytholog  harem  greek mytholog  dungeon  god  adventur  norse mytholog  shounen  anim  high fantasi  deiti,is it wrong to try to pick up girls in a dungeon arrow of the orion,tt9526152
3699,43751,Who Can Kill a Child?,drama  horror  thriller husband wife relationship  based on novel or book  pregnant wif  killer children  small villag  mediterranean sea  popular fest  isolated island  costa brava  spain  spanish folklor,who can kill a child,tt0075462
3700,3423,The Things of Life,drama  romanc pari  franc  based on novel or book  1970  older man younger woman relationship  extramarital affair  ex-husband ex-wife relationship  father son relationship,the things of life,tt0064165
3701,10742,The Clearing,drama  mysteri  thriller husband wife relationship  ransom  kidnap  hostag  psychopath  detect  fbi  marriag  forest  based on true stori  employe  love  cabin  pursuit  missing person  marital problem  ransom not  negoti,the clearing,tt0331952
3702,25037,The Life and Death of Colonel Blimp,drama  romanc  war  comedi berlin  germani  armi  world war i  world war ii  british armi  british empir  satir  soldier  prison camp  london blitz  boer war  home guard,the life and death of colonel blimp,tt0036112
3703,18214,Black Eagle,action  drama martial art  undercover ag  chase  espionag  fight  secret miss  spi  secret ag  murder  gunfight  soldier  one man armi  one against mani  warrior  action hero,black eagle,tt0094750
